tapped_wt,pouring_wt,last_heel_metal,lcrca_addition_1,sg_pigaddition_1,sg_pigaddition_2,rr,graphite,silicon_addition_1,silicon_addition_2,mn,low_re_fsm,zero_re_fsm,high_re_fsm,ultraseed,superseed,cs,al,preseed,tapping_temp,pouring_temp,pouring_time_sec,fsm,barinoc,reseed,sb,bath_s,crca,sg_pig,sorel_total,sorel_addition,rr_1,heel,ce,c,si,mn_1,p,s,cr,ni,al_1,cu,co,nb,ti,v,w,pb,sn,as,zr,ce_1,sb_1,b,zn,n,fe,fsmaddition_mt,mg_recovery,defect,feat_ce_calculated,feat_ce_hypo_risk,feat_ce_hyper_risk,feat_ce_optimal,feat_temp_loss,feat_temp_loss_risk,feat_temp_loss_low,feat_pouring_stability,feat_pouring_risk,feat_oxidation_risk,feat_graphitization_index,feat_white_iron_risk,feat_shrinkage_risk_index,feat_gas_risk_index,feat_chemistry_instability,feat_chemistry_ok,cluster,dbscan_cluster,pca_pc1,pca_pc2,anomaly_score,iso_flag,lof_flag,anomaly_flag,anomaly_severity,anomaly_level
8.2,8.0,0.0,3390.0,1580.0,0.0,3130.0,138.0,105.0,2.0,0.0,35.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1438.0,1368.0,84.0,1.1,0.5,0.0,0.7350000000000001,0.025,41.0,19.0,100.0,1.0,38.0,0.0,4.2,3.55,2.54,0.228,0.0359,0.0104,0.0214,0.0091,0.0135,0.0963,0.0023,0.0014,0.0187,0.0043,0.0023,0.0018,0.0023,0.0037,0.0013,0.0018,0.0031,0.00073,0.00095,0.0023,93.4,10.98,0.0036,1,4.2,0,0,1,70.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.8077581189466158,0.911905616186642,0.14084188874490058,0,0,0,NORMAL,0
6.0,5.8,0.0,2440.0,1790.0,0.0,1770.0,85.0,222.0,11.0,0.0,30.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,1450.0,1384.0,128.0,1.0,0.4,0.0,0.7350000000000001,0.0127,41.0,30.0,0.0,0.0,30.0,0.0,4.22,3.16,4.09,0.178,0.038,0.0068,0.0272,0.0097,0.0096,0.125,0.0024,0.00089,0.0186,0.0039,0.0049,0.0017,0.0032,0.002,0.0019,0.0015,0.0031,0.00064,0.002,0.0036,92.2,10.0,0.0032,1,4.22,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.813886457785886,5.783799220858216,0.21432779006229458,0,0,0,LOW RISK,1
2.2,1.8,0.0,1580.0,530.0,0.0,1490.0,69.0,47.0,2.0,0.0,25.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1453.0,1371.0,90.0,1.14,0.409,0.0,0.7350000000000001,0.024,44.0,15.0,0.0,0.0,41.0,0.0,4.26,3.61,2.54,0.21,0.0343,0.0127,0.0174,0.0093,0.0076,0.147,0.0023,0.00076,0.0152,0.0036,0.0029,0.0019,0.002,0.0031,0.0014,0.0036,0.0031,0.00062,0.0019,0.00078,93.3,11.36,0.0035,1,4.26,0,0,1,82.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.5619666323950907,-0.3433368672845582,0.23339443029754728,0,0,0,LOW RISK,1
4.8,4.6,0.0,0.0,500.0,0.0,2420.0,57.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,1368.0,63.0,0.7599999999999998,0.146,0.0,0.0,0.0329999999999999,39.0,10.0,0.0,0.0,50.0,0.0,3.93,3.14,1.65,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.013,0.0053,0.332,0.0043,0.0048,0.0162,0.0092,0.0049,0.0017,0.0026,0.0037,0.0014,0.0018,0.0031,0.00071,0.0012,0.0037,93.5,7.51,0.0033,1,3.93,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,1,-8.035175690776828,-4.7722180318009375,0.35719845363986347,1,1,1,LOW RISK,1
8.1,8.1,0.0,3240.0,1250.0,0.0,2880.0,145.0,40.0,7.0,0.0,78.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1425.0,1362.0,86.0,0.96,0.407,0.0,0.7350000000000001,0.016,40.0,15.0,730.0,9.0,36.0,0.0,4.24,3.73,1.97,0.167,0.0346,0.0096,0.0174,0.0083,0.0105,0.0223,0.0024,0.0022,0.0169,0.0048,0.0027,0.0021,0.0019,0.004,0.003,0.0031,0.0031,0.00059,0.00072,0.0033,93.9,9.63,0.0035,1,4.24,0,0,1,63.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.6597489081626757,-0.7420371944221464,0.12667385871142806,0,0,0,NORMAL,0
16.0,15.5,0.0,6430.0,2530.0,0.0,5200.0,305.0,120.0,12.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,1443.0,1366.0,130.0,1.25,0.4,0.0,0.7350000000000001,0.022,40.0,16.0,1640.0,12.0,33.0,0.0,4.27,3.76,1.98,0.154,0.0383,0.0076,0.0168,0.0097,0.009,0.0235,0.0023,0.0008,0.012,0.0047,0.0029,0.0021,0.0023,0.0036,0.0023,0.0037,0.0031,0.00074,0.0015,0.0033,93.9,12.5,0.003,1,4.27,0,0,1,77.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,8.307486760901657,2.200213851966514,0.240645326542121,1,0,1,LOW RISK,1
16.0,15.5,0.0,6230.0,2530.0,0.0,5480.0,285.0,50.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,1440.0,1368.0,137.0,1.22,0.4,0.0,0.7350000000000001,0.021,39.0,16.0,1640.0,11.0,34.0,0.0,4.29,3.77,2.02,0.171,0.0345,0.006,0.0153,0.0079,0.0091,0.0261,0.0022,0.0014,0.013,0.0042,0.0023,0.002,0.002,0.0034,0.0026,0.0036,0.0031,0.00073,0.0013,0.0035,93.8,12.19,0.0033,1,4.29,0,0,1,72.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,8.517455998235235,1.714452147992217,0.21315485761416722,0,0,0,LOW RISK,1
4.8,4.5,0.0,0.0,620.0,0.0,2460.0,60.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1421.0,1362.0,73.0,0.7599999999999998,0.146,0.0,0.0,0.0329999999999999,36.0,13.0,0.0,0.0,51.0,0.0,3.93,3.17,1.66,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0144,0.007,0.332,0.004,0.0032,0.0166,0.0087,0.0049,0.0017,0.0027,0.003,0.0011,0.0017,0.0031,0.00071,0.001,0.0046,93.6,7.51,0.0033,1,3.93,1,0,0,59.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,1,-7.999822614681957,-4.692694464628134,0.3316114128589906,1,0,1,LOW RISK,1
7.5,6.6,0.0,3140.0,1420.0,0.0,2310.0,130.0,56.0,0.0,0.0,77.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1426.0,1365.0,75.0,1.03,0.4,0.0,0.7350000000000001,0.021,42.0,19.0,630.0,8.0,31.0,0.0,4.23,3.71,2.01,0.148,0.0375,0.0111,0.0155,0.0074,0.0092,0.0181,0.0021,0.00098,0.0127,0.0065,0.0022,0.0019,0.002,0.0034,0.0028,0.0036,0.0031,0.00065,0.0016,0.004,93.9,10.27,0.0035,1,4.23,0,0,1,61.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.1408272866170277,-0.816774033134626,0.1031099659896895,0,0,0,NORMAL,0
10.2,9.7,0.0,4330.0,1940.0,0.0,3430.0,175.0,140.0,5.0,0.0,115.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1425.0,1365.0,135.0,1.13,0.412,0.0,0.7350000000000001,0.024,42.0,19.0,500.0,5.0,34.0,0.0,4.24,3.63,2.36,0.17,0.0379,0.0104,0.0168,0.008,0.0098,0.0246,0.0028,0.0021,0.0246,0.0041,0.0022,0.0019,0.0022,0.0035,0.0013,0.0033,0.0031,0.00061,0.0044,0.0027,93.6,11.27,0.0033,1,4.24,0,0,1,60.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.425277967860169,0.8084009864988632,0.1633807685722951,0,0,0,NORMAL,0
7.4,6.8,0.0,3240.0,1130.0,0.0,2780.0,140.0,15.0,0.0,0.0,85.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,1432.0,1366.0,73.0,1.15,0.405,0.0,0.7350000000000001,0.025,44.0,15.0,250.0,3.0,38.0,0.0,4.21,3.7,1.97,0.226,0.0361,0.0119,0.0158,0.0099,0.0073,0.0164,0.0026,0.0027,0.0147,0.004,0.0013,0.001,0.0019,0.0022,0.0012,0.0029,0.0031,0.00064,0.001,0.0016,93.9,11.49,0.0033,1,4.21,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.131071772329744,-1.6839121538284965,0.1726354480722712,0,1,1,NORMAL,0
6.2,5.9,0.0,2410.0,1820.0,0.0,1970.0,65.0,222.0,25.0,0.0,32.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,1438.0,1384.0,103.0,1.03,0.403,0.0,0.7350000000000001,0.015,39.0,29.0,0.0,0.0,32.0,0.0,4.22,3.16,4.09,0.165,0.0406,0.0091,0.0246,0.013,0.009,0.124,0.0022,0.0005,0.019,0.0042,0.0049,0.002,0.0032,0.0013,0.0019,0.0015,0.0031,0.00075,0.0035,0.0036,92.2,10.32,0.003,1,4.22,0,0,1,54.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-2.013471234767371,5.684082181709822,0.2643172323569874,1,0,1,LOW RISK,1
5.2,5.2,0.0,2080.0,830.0,0.0,1980.0,92.0,92.0,0.0,0.0,27.0,0.0,0.0,7.5,0.0,0.0,0.0,4.0,1430.0,1375.0,115.0,1.04,0.404,0.0,0.7350000000000001,0.023,40.0,16.0,0.0,0.0,44.0,0.0,4.22,3.57,2.51,0.232,0.0361,0.0098,0.0184,0.0088,0.0107,0.116,0.0027,0.0011,0.0149,0.0058,0.0016,0.0013,0.0022,0.0019,0.0018,0.002,0.0031,0.00073,0.00057,0.0043,93.4,10.38,0.0045,1,4.22,0,0,1,55.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.2774923988120658,0.1459295845672793,0.149817659284203,0,0,0,NORMAL,0
5.3,5.3,0.0,2110.0,940.0,0.0,1940.0,94.0,88.0,5.0,0.0,27.0,0.0,0.0,7.6,0.0,0.0,0.0,3.0,1438.0,1369.0,104.0,1.02,0.396,0.0,0.7350000000000001,0.02,40.0,18.0,0.0,0.0,42.0,0.0,4.27,3.61,2.56,0.213,0.0387,0.0101,0.0173,0.0083,0.0106,0.117,0.0027,0.0006,0.0161,0.0062,0.0018,0.0011,0.0022,0.0018,0.0024,0.003,0.0031,0.00075,0.00043,0.0051,93.3,10.19,0.0037,1,4.27,0,0,1,69.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.1096047422872627,0.3522733093633052,0.13439360890973187,0,0,0,NORMAL,0
16.0,15.5,0.0,5740.0,2850.0,0.0,5720.0,280.0,135.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,1436.0,1371.0,135.0,1.2,0.4,0.0,0.7350000000000001,0.025,36.0,18.0,1030.0,6.0,40.0,0.0,4.28,3.76,1.99,0.208,0.0377,0.0071,0.0169,0.0096,0.0106,0.0159,0.0026,0.0016,0.0136,0.0038,0.0015,0.0014,0.0022,0.0017,0.0026,0.0032,0.0031,0.00078,0.0015,0.0031,93.9,12.0,0.0034,1,4.28,0,0,1,65.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,7.666167779402481,1.9390849192158293,0.25942609943815736,1,0,1,LOW RISK,1
4.8,4.8,0.0,0.0,530.0,0.0,2330.0,50.0,60.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,1372.0,64.0,0.7599999999999998,0.167,0.0,0.0,0.0329999999999999,40.0,11.0,0.0,0.0,49.0,0.0,3.93,3.15,1.67,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0242,0.0056,0.319,0.0047,0.0025,0.0105,0.0043,0.0049,0.0026999999999999,0.0037,0.0036,0.0019,0.0019,0.0031,0.00071,0.0021,0.004,93.5,7.51,0.0033,1,3.93,1,0,0,57.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,1,-7.820134485809491,-4.480130476731925,0.3549718908661496,1,1,1,LOW RISK,1
10.1,9.7,0.0,4330.0,1840.0,0.0,3930.0,116.0,130.0,5.0,0.0,112.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1432.0,1368.0,135.0,1.11,0.416,0.0,0.7350000000000001,0.024,43.0,18.0,0.0,0.0,39.0,0.0,4.25,3.64,2.38,0.174,0.0361,0.0104,0.0181,0.0081,0.0088,0.0153,0.0022,0.0019,0.0146,0.0036,0.0021,0.0016,0.0023,0.0033,0.0019,0.0037,0.0031,0.00061,0.0027,0.005,93.6,11.09,0.0033,1,4.25,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.2986161656624566,0.1036140269118507,0.14129073273179196,0,0,0,NORMAL,0
8.1,8.1,0.0,3410.0,1420.0,0.0,2530.0,146.0,62.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0,1365.0,85.0,1.11,0.407,0.0,0.7350000000000001,0.023,42.0,18.0,740.0,9.0,31.0,0.0,4.24,3.71,2.04,0.167,0.0362,0.0111,0.0197,0.0104,0.008,0.0269,0.0027,0.0011,0.0157,0.0054,0.0023,0.0018,0.0019,0.0035,0.0016,0.0031,0.0031,0.00063,0.0036,0.003,93.9,11.11,0.0033,1,4.24,0,0,1,74.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.2155560103118077,-0.6726561123365331,0.12277149285602046,0,0,0,NORMAL,0
8.1,8.1,0.0,3300.0,1260.0,0.0,2810.0,140.0,30.0,0.0,0.0,88.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1430.0,1363.0,84.0,1.09,0.407,0.0,0.7350000000000001,0.024,41.0,16.0,730.0,9.0,35.0,0.0,4.27,3.75,2.0,0.176,0.0358,0.0115,0.0163,0.0082,0.0098,0.0253,0.0028,0.0022,0.0179,0.0045,0.0025,0.002,0.0022,0.0043,0.0021,0.0035,0.0031,0.00063,0.0012,0.0039,93.9,10.86,0.0033,1,4.27,0,0,1,67.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.9940547809382925,-1.224208559385775,0.12885928594338317,0,0,0,NORMAL,0
18.0,16.7,0.0,6560.0,4110.0,0.0,5720.0,316.0,166.0,6.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,1437.0,1367.0,186.0,1.16,0.5,0.0,0.7350000000000001,0.019,39.0,15.0,1640.0,12.0,30.0,0.0,4.3,3.78,2.0,0.161,0.035,0.0057,0.0159,0.0077,0.0086,0.0177,0.0023,0.0018,0.0148,0.0039,0.0029,0.0019,0.0023,0.0036,0.0025,0.0036,0.0031,0.00065,0.0017,0.0044,93.9,11.63,0.0032,1,4.3,0,0,1,70.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,9.59658473075342,2.8444012707084214,0.2942505271840035,1,0,1,LOW RISK,1
6.1,6.1,0.0,4200.0,1510.0,0.0,3540.0,175.0,110.0,0.0,0.0,58.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,1422.0,1358.0,62.0,0.95,0.41,0.0,0.7350000000000001,0.018,41.0,15.0,0.0,0.0,40.0,0.0,4.24,3.67,2.2,0.255,0.0362,0.0079,0.0181,0.0091,0.0069,0.0259,0.0028,0.0031,0.02,0.0038,0.0024,0.0019,0.0025,0.0035,0.0021,0.0035,0.0031,0.00069,0.00073,0.003,93.7,9.51,0.0026,1,4.24,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.4127704959245455,-1.2058736141595976,0.13492727133170432,0,0,0,NORMAL,0
6.3,6.1,0.0,2420.0,1850.0,0.0,2030.0,78.0,222.0,0.0,0.0,30.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,1452.0,1379.0,128.0,0.95,0.397,0.0,0.7350000000000001,0.0123,38.0,29.0,0.0,0.0,32.0,0.0,4.23,3.17,4.09,0.18,0.0397,0.009,0.0172,0.0083,0.0156,0.12,0.0023,0.0012,0.0205,0.0036,0.0049,0.0017,0.003,0.0014,0.0013,0.0015,0.0031,0.00082,0.0016,0.0036,92.2,9.52,0.0033,1,4.23,0,0,1,73.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.9664304090290825,5.9513254144216745,0.23262828145948597,1,0,1,LOW RISK,1
9.0,8.8,0.0,3620.0,1450.0,0.0,2800.0,169.0,0.0,0.0,0.0,95.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1433.0,1373.0,94.0,1.06,0.4,0.0,0.7350000000000001,0.0207,39.0,16.0,200.0,2.0,42.0,0.0,4.18,3.64,2.08,0.209,0.0367,0.012,0.0201,0.0108,0.0065,0.4095,0.0023,0.0014,0.019,0.0053,0.0023,0.0017,0.0024,0.0033,0.0013,0.003,0.0031,0.0012,0.0019,0.0019,93.3,10.56,0.0032,1,4.18,1,0,0,60.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.3219664975141548,-0.9577255004756,0.1806133314064463,0,0,0,NORMAL,0
5.1,4.6,0.0,1960.0,840.0,0.0,2300.0,91.0,18.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1437.0,1376.0,100.0,1.06,0.412,0.0,0.7350000000000001,0.024,38.0,16.0,0.0,0.0,45.0,0.0,4.19,3.66,2.06,0.184,0.0378,0.0106,0.0202,0.0118,0.0083,0.0417,0.0027,0.00064,0.0134,0.0043,0.0015,0.0015,0.0022,0.002,0.0017,0.0029,0.0031,0.0005,0.0019,0.005,93.9,10.59,0.0039,1,4.19,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-1.0447516696599788,-1.1358982423064676,0.12612593009040737,0,0,0,NORMAL,0
6.1,6.1,0.0,2400.0,640.0,0.0,2400.0,122.0,8.0,0.0,0.0,58.0,0.0,0.0,8.8,0.0,0.0,0.0,3.0,1440.0,1374.0,113.0,0.95,0.41,0.0,0.7350000000000001,0.029,39.0,10.0,660.0,11.0,39.0,0.0,4.18,3.65,2.05,0.233,0.0358,0.012,0.0157,0.0088,0.0065,0.4095,0.0029,0.0044,0.014,0.0026,0.0015,0.0017,0.0022,0.0023,0.0014,0.0028,0.0031,0.00097,0.0013,0.0019,93.3,9.51,0.0043,1,4.18,1,0,0,66.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.2818682102509066,-1.9210037836669287,0.2421190329547651,0,1,1,LOW RISK,1
8.0,8.0,0.0,6560.0,2840.0,0.0,5720.0,316.0,41.0,0.0,0.0,85.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1437.0,1361.0,84.0,1.06,0.4,0.0,0.7350000000000001,0.024,44.0,17.0,0.0,0.0,39.0,0.0,4.24,3.71,2.03,0.167,0.0368,0.0103,0.0205,0.0102,0.0073,0.0282,0.0027,0.0012,0.0144,0.004,0.0025,0.002,0.0048,0.0037,0.0015,0.0029,0.0031,0.00094,0.0013,0.0038,93.9,10.63,0.0012,1,4.24,0,0,1,76.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.270180465265625,0.0053371785738776,0.2291323833821667,0,1,1,LOW RISK,1
8.0,8.0,0.0,3040.0,1420.0,0.0,2930.0,135.0,70.0,12.0,0.0,80.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,1442.0,1364.0,75.0,1.0,0.4,0.0,0.7350000000000001,0.021,38.0,18.0,610.0,8.0,37.0,0.0,4.22,3.7,2.01,0.173,0.0367,0.0115,0.0202,0.0094,0.0048,0.0387,0.0024,0.00073,0.0185,0.0047,0.002,0.0015,0.0017,0.0028,0.0016,0.0026,0.0031,0.00051,0.00096,0.0048,93.9,10.0,0.0037,1,4.22,0,0,1,78.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,2.144308422263986,-0.5273438589965932,0.11267609084098014,0,0,0,NORMAL,0
16.0,15.5,0.0,6560.0,2410.0,0.0,4730.0,288.0,131.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,1432.0,1366.0,135.0,1.31,0.4,0.0,0.7350000000000001,0.028,43.0,15.0,1450.0,9.0,33.0,0.0,4.3,3.77,2.04,0.185,0.0362,0.0082,0.0171,0.0086,0.0088,0.0164,0.0021,0.0019,0.0157,0.0045,0.0024,0.0024,0.0021,0.0035,0.0018,0.0037,0.0031,0.00065,0.0022,0.0047,93.8,13.13,0.0034,1,4.3,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,8.211122363700678,1.5728969871552445,0.2593408345917749,1,0,1,LOW RISK,1
16.0,15.6,0.0,6560.0,3150.0,0.0,4390.0,286.0,106.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,1437.0,1361.0,135.0,1.31,0.5,0.0,0.7350000000000001,0.022,42.0,20.0,1380.0,9.0,29.0,0.0,4.29,3.77,1.99,0.158,0.037,0.0085,0.0184,0.0081,0.0091,0.0182,0.0023,0.00061,0.0148,0.0049,0.0024,0.0016,0.0018,0.0032,0.0025,0.0027,0.0031,0.00087,0.0029,0.0037,93.9,13.13,0.003,1,4.29,0,0,1,76.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,8.560782253970178,2.009034952129312,0.25225971272091585,1,0,1,LOW RISK,1
16.0,15.4,0.0,6560.0,2530.0,0.0,4070.0,270.0,100.0,28.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,1430.0,1370.0,152.0,1.16,0.406,0.0,0.7350000000000001,0.02,42.0,16.0,1640.0,11.0,26.0,0.0,4.27,3.75,2.01,0.182,0.0376,0.0059,0.0173,0.0079,0.0134,0.0173,0.0027,0.0016,0.0172,0.0042,0.0028,0.0026999999999999,0.0025,0.004,0.0024,0.0039,0.0031,0.00082,0.0023,0.004,93.9,11.56,0.0035,1,4.27,0,0,1,60.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,7.775628458884864,2.7413846927612524,0.27200081272355026,1,1,1,LOW RISK,1
10.3,9.9,0.0,3830.0,1240.0,0.0,4380.0,160.0,80.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1430.0,1375.0,116.0,1.07,0.408,0.0,0.7350000000000001,0.0219,37.0,12.0,850.0,8.0,43.0,0.0,4.24,3.71,2.04,0.154,0.0382,0.0115,0.0151,0.0086,0.0101,0.0134,0.0022,0.00071,0.0177,0.0042,0.0021,0.0018,0.0018,0.003,0.0022,0.0032,0.0031,0.00064,0.0017,0.005,93.9,10.68,0.0034,1,4.24,0,0,1,55.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,0,-1,3.4900136669164907,-0.4528072815914868,0.15525569426632155,0,0,0,NORMAL,0
4.6,2.4,0.0,1830.0,760.0,0.0,1320.0,77.0,73.0,4.0,0.0,28.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,1437.0,1369.0,60.0,1.22,0.391,0.0,0.7350000000000001,0.0249,40.0,17.0,0.0,0.0,44.0,0.0,4.27,3.6,2.62,0.223,0.0366,0.009,0.0244,0.013,0.0073,0.116,0.0024,0.0018,0.0191,0.0041,0.0027,0.0024,0.0025,0.0038,0.0018,0.0025,0.0031,0.00071,0.0042,0.0014,93.3,12.17,0.0035,1,4.27,0,0,1,68.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.3471338634527062,-0.0695034562397965,0.1927671018675255,0,1,1,NORMAL,0
1.3,0.95,0.0,1690.0,760.0,0.0,1150.0,68.0,17.0,3.0,0.0,14.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,1441.0,1362.0,42.0,1.08,0.385,0.0,0.7350000000000001,0.0237,44.0,20.0,0.0,0.0,30.0,0.0,4.28,3.75,2.06,0.166,0.0351,0.0117,0.0166,0.0088,0.0115,0.0159,0.0025,0.00032,0.0206,0.005,0.0022,0.0019,0.0022,0.0034,0.0015,0.0036,0.0031,0.00058,0.00043,0.0025,93.8,10.77,0.0033,1,4.28,0,0,1,79.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.5669376970365904,-0.7260842054771518,0.17519552054044413,0,1,1,NORMAL,0
5.2,5.0,0.0,0.0,570.0,0.0,2500.0,53.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.0,1366.0,74.0,0.7599999999999998,0.154,0.0,0.0,0.0329999999999999,39.0,11.0,0.0,0.0,48.0,0.0,3.93,3.14,1.68,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0212,0.0051,0.321,0.0052,0.0044,0.0139,0.0066,0.0049,0.0017,0.0034,0.0022,0.0015,0.0012,0.0031,0.00071,0.0033,0.00049,93.5,7.51,0.0033,1,3.93,1,0,0,51.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,3,-1,-8.097593911227081,-4.4558134899567845,0.35648858233374175,1,1,1,LOW RISK,1
6.1,5.8,0.0,1040.0,0.0,0.0,2020.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,1392.0,138.0,0.7599999999999998,0.0,0.0,0.0,0.027,51.0,0.0,0.0,0.0,33.0,0.0,4.21,3.0500000000000003,0.522,0.361,0.0348,0.0169999999999999,0.0284,0.017,0.0193,0.0292,0.0056,0.001,0.0015,0.0027,0.0014,0.0006,0.0048,0.0037,0.00099,0.00088,0.0031,0.00093,0.0029,0.0074,96.0,7.51,0.0033,1,4.21,0,0,1,45.0,0,0,0,0,0.0,0.0,0,0.0,0.5,0.0,1,3,-1,-3.652485821606687,-5.913464842254289,0.8173961659453424,1,1,1,CRITICAL,4
6.1,6.0,0.0,2470.0,1650.0,0.0,1470.0,78.0,222.0,0.0,0.0,30.0,0.0,0.0,8.5,0.0,0.0,0.0,4.0,1448.0,1379.0,100.0,0.98,0.41,0.0,0.7350000000000001,0.0084,40.0,27.0,160.0,3.0,30.0,0.0,4.24,3.19,4.09,0.18,0.0386,0.008,0.0156,0.0084,0.0113,0.121,0.0023,0.00071,0.0219,0.0037,0.0049,0.0019,0.003,0.0015,0.0014,0.0018,0.0031,0.00089,0.0015,0.0036,92.2,9.84,0.0028,1,4.24,0,0,1,69.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-1.4714671804319182,5.777493861919123,0.22121158060837262,0,0,0,LOW RISK,1
