tapped_wt,pouring_wt,last_heel_metal,lcrca_addition_1,sg_pigaddition_1,sg_pigaddition_2,rr,graphite,silicon_addition_1,silicon_addition_2,mn,low_re_fsm,zero_re_fsm,high_re_fsm,ultraseed,superseed,cs,al,preseed,tapping_temp,pouring_temp,pouring_time_sec,fsm,barinoc,reseed,sb,bath_s,crca,sg_pig,sorel_total,sorel_addition,rr_1,heel,ce,c,si,mn_1,p,s,cr,ni,al_1,cu,co,nb,ti,v,w,pb,sn,as,zr,ce_1,sb_1,b,zn,n,fe,fsmaddition_mt,mg_recovery,defect,feat_ce_calculated,feat_ce_hypo_risk,feat_ce_hyper_risk,feat_ce_optimal,feat_temp_loss,feat_temp_loss_risk,feat_temp_loss_low,feat_pouring_stability,feat_pouring_risk,feat_oxidation_risk,feat_graphitization_index,feat_white_iron_risk,feat_shrinkage_risk_index,feat_gas_risk_index,feat_chemistry_instability,feat_chemistry_ok,cluster,dbscan_cluster,pca_pc1,pca_pc2,anomaly_score,iso_flag,lof_flag,anomaly_flag,anomaly_severity,anomaly_level
4.2,4.0,0.0,1560.0,570.0,0.0,1470.0,72.0,11.0,8.0,0.0,46.0,0.0,0.0,6.2,0.0,0.0,0.0,4.0,1440.0,1375.0,100.0,1.1,17.0,0.0,0.126,0.016,35.0,13.0,0.0,0.0,33.0,0.0,4.18,3.64,2.1,0.168,0.0394,0.0092,0.0185,0.012,0.0081,0.0212,0.0035,0.001,0.0152,0.0038,0.0015,0.0018,0.0021,0.0034,0.0022,0.0034,0.005,0.00052,0.006,0.003,93.9,10.95,0.32%,0,4.18,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.9473511869839304,-1.1860088086142222,0.084775235513524,0,0,0,NORMAL,0
4.5,3.5,0.0,1890.0,620.0,0.0,1710.0,85.0,38.0,13.0,0.0,51.0,0.0,0.0,5.2,0.0,0.0,0.0,3.0,1439.0,1373.0,70.0,1.13,18.0,0.0,0.135,0.018,42.0,14.0,280.0,6.0,38.0,0.0,4.25,3.73,2.02,0.157,0.0394,0.0095,0.0205,0.0118,0.009,0.0177,0.0047,0.001,0.0133,0.0041,0.0016,0.0016,0.0022,0.0034,0.0015,0.0039,0.0049,0.0005,0.0015,0.0043,93.9,11.33,0.33%,0,4.25,0,0,1,66.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0.978281934513732,-1.3670277274542146,0.05243780971512275,0,0,0,NORMAL,0
5.1,4.6,0.0,1920.0,710.0,0.0,1830.0,95.0,62.0,11.0,0.0,29.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,1451.0,1371.0,90.0,1.14,21.0,0.0,0.153,0.018,38.0,14.0,190.0,4.0,36.0,0.0,4.24,3.59,2.52,0.238,0.0352,0.0083,0.0205,0.0137,0.0115,0.143,0.0056,0.0011,0.0171,0.0041,0.0015,0.0014,0.0027,0.0029,0.0015,0.0025,0.0036,0.0005,0.0024,0.0024,93.3,11.37,0.35%,0,4.24,0,0,1,80.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.1236352468336418,0.5167362346011919,0.14237816597625025,0,1,1,NORMAL,0
4.2,4.2,0.0,1810.0,690.0,0.0,1370.0,73.0,20.0,0.0,0.0,55.0,0.0,0.0,6.1,0.0,0.0,0.0,3.0,1437.0,1378.0,105.0,1.31,17.0,0.0,0.126,0.017,40.0,15.0,100.0,2.0,42.0,0.0,4.18,3.63,2.15,0.185,0.0319,0.01,0.0205,0.0129,0.0087,0.4095,0.0042,0.0014,0.0182,0.0038,0.002,0.0024,0.0024,0.0038,0.0014,0.004,0.005,0.00063,0.0026,0.0031,93.1,13.1,0.27%,0,4.18,1,0,0,59.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.5683769074684026,-0.4920004691440079,0.18177795064174285,0,1,1,NORMAL,0
9.0,8.8,0.0,3620.0,1930.0,0.0,2950.0,155.0,140.0,5.0,0.0,49.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1436.0,1365.0,93.0,1.09,36.0,0.0,0.27,0.018,40.0,21.0,0.0,0.0,33.0,0.0,4.2,3.52,2.63,0.227,0.0374,0.0079,0.0211,0.0137,0.0087,0.114,0.0052,0.0014,0.0191,0.0041,0.0015,0.0013,0.0026,0.0034,0.0016,0.0021,0.0043,0.0005,0.0037,0.0016,93.3,10.89,0.35%,0,4.2,0,0,1,71.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,1.2779821263638202,0.8174530455102437,0.18258275672399693,0,1,1,NORMAL,0
5.0,4.6,0.0,2110.0,630.0,0.0,2060.0,94.0,20.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,1438.0,1371.0,92.0,1.08,20.0,0.0,0.15,0.016,42.0,13.0,200.0,4.0,41.0,0.0,4.18,3.65,2.03,0.157,0.0385,0.0104,0.0209,0.0135,0.0087,0.0405,0.0056,0.0017,0.0151,0.0037,0.0019,0.0018,0.0026,0.0036,0.0031,0.0037,0.0048,0.00047,0.0026,0.0038,93.9,10.8,0.32%,0,4.18,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.2388161686517257,-1.7275296357175065,0.06945810826123174,0,0,0,NORMAL,0
4.0,3.8,0.0,1710.0,730.0,0.0,1050.0,63.0,48.0,8.0,0.0,21.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,1447.0,1372.0,80.0,1.05,16.0,0.0,0.12,0.018,43.0,18.0,0.0,0.0,39.0,0.0,4.21,3.55,2.55,0.237,0.0395,0.0082,0.0217,0.0127,0.0068,0.162,0.0052,0.0013,0.019,0.0056,0.0023,0.0017,0.0027,0.0039,0.0016,0.0024,0.005,0.0007,0.0019,0.0041,93.3,10.5,0.38%,0,4.21,0,0,1,75.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-1.569821500031084,-0.5425552355648185,0.06898705634538772,0,0,0,NORMAL,0
4.8,4.4,0.0,2010.0,690.0,0.0,1690.0,85.0,15.0,9.0,0.0,55.0,0.0,0.0,7.05,0.0,0.0,0.0,5.0,1439.0,1362.0,96.0,1.15,20.0,0.0,0.144,0.018,42.0,14.0,410.0,9.0,35.0,0.0,4.15,3.63,2.0,0.15,0.0384,0.0117,0.0197,0.0138,0.0072,0.0287,0.0056,0.001,0.0148,0.0047,0.0018,0.0017,0.0027,0.0037,0.0027,0.0033,0.0049,0.00052,0.0021,0.0035,94.0,11.46,0.29%,0,4.15,1,0,0,77.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.0093779430054848,-1.58291139777136,0.10536474732134812,0,0,0,NORMAL,0
2.8,2.7,0.0,2310.0,1530.0,0.0,1250.0,75.0,180.0,20.0,0.0,15.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1465.0,1392.0,65.0,1.07,12.0,0.0,0.084,0.022,41.0,27.0,510.0,9.0,22.0,0.0,4.19,3.2,3.88,0.148,0.0378,0.0069,0.0166,0.0103,0.0193,0.0257,0.0056,0.00084,0.0237,0.0052,0.0049,0.0017,0.0034,0.0016,0.0013,0.0017,0.0028,0.00039,0.005,0.0036,92.6,10.71,0.39%,0,4.19,1,0,0,73.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.027064327515168,6.794510261126505,0.32515928837127195,1,1,1,LOW RISK,1
2.8,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,1454.0,1390.0,102.0,1.07,12.0,0.0,0.084,0.022,30.0,0.0,0.0,0.0,0.0,0.0,4.17,3.19,3.86,0.149,0.0397,0.0103,0.0162,0.0105,0.0186,0.0256,0.0056,0.0007,0.0247,0.0053,0.0049,0.0019,0.0035,0.0017,0.0014,0.00068,0.0046,0.00039,0.0047,0.001,92.6,10.71,0.38%,0,4.17,1,0,0,64.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-6.022159779021783,4.465353447301971,0.3018847134144911,1,0,1,LOW RISK,1
4.3,4.1,0.0,2040.0,930.0,0.0,2130.0,88.0,37.0,4.0,0.0,45.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,1437.0,1368.0,82.0,1.05,18.0,0.0,0.129,0.015,40.0,18.0,0.0,0.0,42.0,0.0,4.17,3.61,2.17,0.236,0.029,0.011,0.0187,0.0115,0.0095,0.4095,0.0054,0.0021,0.0175,0.0042,0.0016,0.0016,0.0027,0.0034,0.0012,0.0033,0.0048,0.00072,0.0017,0.0035,93.1,10.47,0.32%,0,4.17,1,0,0,69.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.7950903167759795,-1.282091633771996,0.07401244515992951,0,0,0,NORMAL,0
9.6,9.0,0.0,3730.0,2500.0,0.0,2030.0,130.0,210.0,10.0,0.0,46.0,0.0,0.0,14.0,0.0,0.0,0.0,10.0,1430.0,1374.0,92.0,0.96,32.0,0.0,0.29,0.023,37.0,25.0,1230.0,12.0,25.0,0.0,4.19,3.39,3.13,0.169,0.0371,0.0067,0.0257,0.0149,0.0188,0.0429,0.0056,0.0011,0.0225,0.0054,0.0049,0.0015,0.0038,0.0012,0.0025,0.0016,0.0044,0.00047,0.0014,0.00068,93.1,9.58,0.44%,0,4.19,1,0,0,56.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-0.4342150485557008,5.6222925898173175,0.33159843811835515,1,0,1,LOW RISK,1
6.2,6.0,0.0,2270.0,810.0,0.0,3020.0,105.0,30.0,0.0,0.0,66.0,0.0,0.0,8.85,0.0,0.0,0.0,6.0,1448.0,1378.0,155.0,1.06,24.0,0.0,0.18,0.017,37.0,13.0,100.0,2.0,49.0,0.0,4.18,3.64,2.09,0.201,0.0319,0.0096,0.0167,0.01,0.0092,0.4095,0.004,0.0012,0.0214,0.0047,0.0017,0.0016,0.0021,0.0035,0.0027,0.0033,0.0049,0.00073,0.0052,0.0032,93.3,10.65,0.33%,0,4.18,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,0.0154586569081368,-0.6483668115513805,0.14815596778108647,0,1,1,NORMAL,0
3.6,3.3,0.0,1510.0,1210.0,0.0,770.0,50.0,138.0,0.0,0.0,20.0,0.0,0.0,4.9,0.0,0.0,0.0,0.0,1448.0,1389.0,87.0,1.11,15.0,0.0,0.108,0.017,40.0,32.0,310.0,8.0,20.0,0.0,4.17,3.17,3.94,0.147,0.0359,0.0081,0.0182,0.0098,0.0193,0.0304,0.0056,0.00065,0.0284,0.0073,0.0049,0.0019,0.003,0.0018,0.0013,0.0018,0.0048,0.00043,0.006,0.0036,92.5,11.11,0.34%,0,4.17,1,0,0,59.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.415443301255537,6.188622844539616,0.2513611725235029,1,1,1,LOW RISK,1
4.5,3.8,0.0,1820.0,530.0,0.0,2030.0,80.0,14.0,8.0,0.0,51.0,0.0,0.0,5.7,0.0,0.0,0.0,3.0,1439.0,1368.0,104.0,1.13,18.0,0.0,0.135,0.02,40.0,12.0,120.0,3.0,45.0,0.0,4.19,3.65,2.07,0.152,0.0382,0.0115,0.0171,0.0133,0.0088,0.03,0.0048,0.0009,0.0168,0.0044,0.002,0.0019,0.0025,0.0041,0.0015,0.0037,0.0051,0.00056,0.0038,0.0041,93.9,11.33,0.30%,0,4.19,1,0,0,71.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.5361811006794409,-1.8042126859247287,0.09485641912048288,0,0,0,NORMAL,0
4.8,4.7,0.0,2020.0,720.0,0.0,1850.0,91.0,23.0,2.0,0.0,56.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1447.0,1369.0,86.0,1.17,20.0,0.0,0.144,0.02,42.0,15.0,210.0,4.0,39.0,0.0,4.16,3.63,2.05,0.155,0.0369,0.0099,0.0179,0.0122,0.009,0.0386,0.0053,0.00097,0.0175,0.0047,0.0015,0.0015,0.0025,0.0033,0.0013,0.0035,0.0048,0.0006,0.0045,0.0033,93.9,11.67,0.32%,0,4.16,1,0,0,78.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.4107091815881034,-1.039817567517732,0.09897421812216145,0,0,0,NORMAL,0
4.9,4.7,0.0,2530.0,910.0,0.0,1680.0,116.0,20.0,19.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1437.0,1370.0,97.0,1.1,20.0,0.0,0.147,0.014,43.0,15.0,430.0,7.0,34.0,0.0,4.18,3.66,2.0,0.163,0.0377,0.011,0.0257,0.0169,0.0087,0.0462,0.0056,0.0014,0.0163,0.0044,0.002,0.002,0.0029,0.0036,0.0013,0.0035,0.0049,0.00068,0.0027,0.004,93.9,11.02,0.28%,0,4.18,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.4055998341596369,-0.968818013786711,0.10453380924248007,0,0,0,NORMAL,0
3.8,2.55,0.0,1620.0,1310.0,0.0,570.0,54.0,121.0,16.0,0.0,19.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1465.0,1371.0,90.0,1.0,16.0,0.0,0.084,0.027,43.0,34.0,300.0,8.0,15.0,0.0,4.18,3.19,3.86,0.144,0.041,0.0098,0.0148,0.0086,0.0193,0.0595,0.0047,0.00057,0.027,0.0055,0.0049,0.0016,0.0034,0.0016,0.0014,0.0017,0.0044,0.00038,0.0034,0.00085,92.5,10.0,0.43%,0,4.18,1,0,0,94.0,1,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.630582001114787,6.201791215851663,0.34231145710246463,1,1,1,LOW RISK,1
5.1,4.6,0.0,2210.0,710.0,0.0,1460.0,93.0,51.0,0.0,0.0,27.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1435.0,1371.0,90.0,1.06,21.0,0.0,0.15,0.02,43.0,14.0,200.0,4.0,39.0,0.0,4.24,3.58,2.56,0.232,0.0392,0.0098,0.0187,0.0096,0.0093,0.136,0.0032,0.00085,0.0215,0.0043,0.0015,0.0014,0.0022,0.0035,0.0012,0.0023,0.0049,0.00083,0.0032,0.0025,93.3,10.59,0.35%,0,4.24,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.2723373809387451,-0.807219017599898,0.056258901937079504,0,0,0,NORMAL,0
4.2,4.0,0.0,1760.0,490.0,0.0,1750.0,80.0,31.0,2.0,0.0,47.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1436.0,1370.0,117.0,1.12,17.0,0.0,0.126,0.019,42.0,12.0,200.0,5.0,42.0,0.0,4.18,3.64,2.08,0.18,0.0384,0.0117,0.0226,0.0134,0.0118,0.0409,0.0052,0.0011,0.0156,0.0045,0.0017,0.0016,0.0024,0.0032,0.0027,0.0033,0.0047,0.00056,0.0024,0.0036,93.9,11.19,0.30%,0,4.18,1,0,0,66.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.6902742024837268,-1.493400039625414,0.07370481597222096,0,0,0,NORMAL,0
3.8,3.3,0.0,1500.0,1270.0,0.0,780.0,55.0,150.0,8.0,0.0,20.0,0.0,0.0,4.95,0.0,0.0,0.0,0.0,1455.0,1388.0,85.0,1.05,15.0,0.0,0.108,0.019,39.0,33.0,250.0,7.0,21.0,0.0,4.15,3.15,3.91,0.139,0.04,0.0093,0.0164,0.0106,0.0193,0.017,0.0053,0.00063,0.0234,0.005,0.0049,0.002,0.003,0.0013,0.0013,0.0016,0.0048,0.00033,0.0033,0.0036,92.6,10.53,0.38%,0,4.15,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.577277885242226,6.278788741467892,0.21849582359216044,0,0,0,LOW RISK,1
4.2,4.0,0.0,1720.0,510.0,0.0,1660.0,80.0,30.0,1.0,0.0,46.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1438.0,1368.0,92.0,1.1,17.0,0.0,0.126,0.019,41.0,12.0,210.0,5.0,40.0,0.0,4.16,3.62,2.09,0.181,0.0389,0.0112,0.0248,0.014,0.0096,0.0515,0.0052,0.0013,0.0187,0.0041,0.0018,0.0016,0.0027,0.0028,0.0014,0.0033,0.0048,0.00055,0.0029,0.0052,93.9,10.95,0.30%,0,4.16,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-1.5139432898624734,-1.6255251936839157,0.06454736378387699,0,0,0,NORMAL,0
6.0,5.8,0.0,2390.0,1610.0,0.0,1170.0,75.0,222.0,10.0,0.0,32.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1445.0,1386.0,125.0,1.07,21.0,0.0,0.18,0.02,40.0,27.0,310.0,5.0,25.0,0.0,4.23,3.18,4.09,0.168,0.0366,0.008,0.0188,0.0102,0.0193,0.119,0.0052,0.0016,0.0252,0.0054,0.0049,0.0015,0.0034,0.0015,0.0015,0.0017,0.0044,0.0005,0.0012,0.0036,92.2,10.67,0.36%,0,4.23,0,0,1,59.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,2,-1,-2.030386498014044,6.641272228657216,0.2251159194174086,1,0,1,LOW RISK,1
5.0,4.6,0.0,2110.0,590.0,0.0,1980.0,89.0,2.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,1438.0,1371.0,114.0,1.08,20.0,0.0,0.15,0.016,42.0,12.0,320.0,6.0,40.0,0.0,4.15,3.63,2.02,0.153,0.0375,0.0109,0.0229,0.0161,0.0081,0.0256,0.0056,0.0014,0.0159,0.0047,0.0017,0.0018,0.0026,0.0035,0.0027,0.0033,0.0045,0.00052,0.0025,0.004,94.0,10.8,0.31%,0,4.15,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.39715805850999,-1.7609331245673665,0.08436484318708334,0,0,0,NORMAL,0
3.6,3.4,0.0,1500.0,640.0,0.0,1460.0,62.0,7.0,2.0,0.0,41.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1437.0,1373.0,60.0,1.14,15.0,0.0,0.108,0.02,42.0,18.0,0.0,0.0,41.0,0.0,4.17,3.63,2.09,0.245,0.0345,0.0113,0.0174,0.0104,0.0081,0.4095,0.0035,0.0012,0.0188,0.0042,0.0015,0.0013,0.0022,0.0028,0.0013,0.0035,0.0035,0.0007,0.0015,0.0045,93.1,11.39,0.33%,0,4.17,1,0,0,64.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-2.1744299315215296,-1.6891792567688355,0.08520961897575274,0,0,0,NORMAL,0
2.5,2.15,0.0,2110.0,800.0,0.0,1670.0,89.0,60.0,9.0,0.0,28.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,1443.0,1369.0,90.0,1.12,10.0,0.0,0.075,0.02,42.0,16.0,0.0,0.0,42.0,0.0,4.29,3.64,2.54,0.187,0.0373,0.0102,0.0196,0.0134,0.0098,0.128,0.0048,0.0014,0.0193,0.0043,0.0016,0.0013,0.0025,0.0028,0.0013,0.0034,0.0047,0.00051,0.0019,0.0024,93.3,11.2,0.32%,0,4.29,0,0,1,74.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,-0.4924473843454313,-0.4199081841321895,0.11366609296613644,0,0,0,NORMAL,0
4.1,4.0,0.0,1740.0,510.0,0.0,1190.0,68.0,12.0,0.0,0.0,44.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,1440.0,1375.0,86.0,1.07,17.0,0.0,0.123,0.018,40.0,12.0,0.0,0.0,44.0,0.0,4.14,3.6,2.11,0.25,0.0328,0.011,0.0179,0.0109,0.0055,0.4095,0.0032,0.0012,0.0175,0.0044,0.0016,0.0015,0.0021,0.0029,0.0012,0.0031,0.005,0.00074,0.0017,0.0036,93.2,10.73,0.32%,0,4.14,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-2.25629316381975,-1.8626407009662609,0.04068325166540269,0,0,0,NORMAL,0
3.6,3.5,0.0,1560.0,1170.0,0.0,660.0,44.0,156.0,0.0,0.0,21.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,1451.0,1383.0,81.0,1.17,15.0,0.0,0.108,0.019,42.0,32.0,310.0,8.0,18.0,0.0,4.11,3.12,3.86,0.151,0.0427,0.0094,0.0205,0.0113,0.0176,0.0158,0.0056,0.00081,0.0204,0.0058,0.0049,0.0015,0.0037,0.0010999999999999,0.0012,0.0016,0.0048,0.00038,0.0015,0.0036,92.6,11.67,0.34%,0,4.11,1,0,0,68.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.631435075207248,5.817418662143697,0.22973801006949754,1,0,1,LOW RISK,1
2.8,2.65,0.0,2330.0,1580.0,0.0,1190.0,81.0,130.0,28.0,0.0,15.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1460.0,1392.0,98.0,1.07,12.0,0.0,0.084,0.025,42.0,28.0,400.0,7.0,21.0,0.0,4.13,3.16,3.81,0.154,0.0378,0.0091,0.019,0.0113,0.0193,0.0131,0.0056,0.00087,0.0219,0.0056,0.0049,0.0014,0.003,0.0010999999999999,0.0012,0.0013,0.0026,0.0004,0.0018,0.00067,92.7,10.71,0.39%,0,4.13,1,0,0,68.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.389302231992208,6.53282102808961,0.30789469343803416,1,1,1,LOW RISK,1
2.8,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1451.0,1387.0,86.0,1.07,12.0,0.0,0.084,0.025,30.0,0.0,0.0,0.0,0.0,0.0,4.17,3.19,3.85,0.156,0.0392,0.0099,0.0196,0.0116,0.0193,0.0146,0.0056,0.00092,0.022,0.0058,0.0049,0.0017,0.003,0.0010999999999999,0.0013,0.0015,0.0049,0.00045,0.0019,0.0036,92.6,10.71,0.38%,0,4.17,1,0,0,64.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-5.863628942206839,3.9485660483692366,0.24876951035386352,1,0,1,LOW RISK,1
4.8,4.4,0.0,2030.0,810.0,0.0,1770.0,78.0,2.0,2.0,0.0,55.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,1451.0,1369.0,100.0,1.15,20.0,0.0,0.144,0.019,42.0,17.0,190.0,4.0,37.0,0.0,4.17,3.64,2.03,0.171,0.0379,0.0101,0.0241,0.0196,0.0074,0.0481,0.0056,0.0013,0.0147,0.0043,0.0015,0.0013,0.0029,0.0031,0.0013,0.0032,0.005,0.0006,0.0042,0.0029,93.9,11.46,0.32%,0,4.17,1,0,0,82.0,1,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,-1,-0.9032503265540024,-1.296599945543901,0.21620709814961253,0,1,1,LOW RISK,1
4.1,4.0,0.0,1720.0,560.0,0.0,1820.0,77.0,28.0,0.0,0.0,44.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,1439.0,1372.0,73.0,1.07,17.0,0.0,0.123,0.017,42.0,14.0,0.0,0.0,44.0,0.0,4.12,3.59,2.07,0.245,0.0323,0.0107,0.0195,0.0138,0.0113,0.4095,0.0035,0.00094,0.0156,0.0037,0.0014,0.0014,0.002,0.0027,0.0027,0.0034,0.0047,0.00069,0.0036,0.003,93.2,10.73,0.32%,0,4.12,1,0,0,67.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,2,-1.840510431827472,-1.6180612510782777,0.07837360152213309,0,0,0,NORMAL,0
5.0,4.6,0.0,2600.0,920.0,0.0,1870.0,115.0,55.0,2.0,0.0,29.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,1435.0,1370.0,90.0,1.16,20.0,0.0,0.15,0.018,42.0,15.0,0.0,0.0,43.0,0.0,4.22,3.57,2.54,0.194,0.0391,0.0102,0.0199,0.0128,0.0112,0.103,0.0032,0.00093,0.0195,0.0047,0.0015,0.0015,0.0024,0.0031,0.0012,0.0025,0.0047,0.0007,0.0042,0.0018,93.4,11.6,0.34%,0,4.22,0,0,1,65.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,-0.0958157268887015,-0.2493827085010084,0.05468177908466382,0,0,0,NORMAL,0
4.8,4.5,0.0,2020.0,620.0,0.0,2260.0,85.0,5.0,0.0,0.0,52.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1435.0,1358.0,94.0,1.08,20.0,0.0,0.15,0.019,40.0,12.0,100.0,2.0,45.0,0.0,4.2,3.68,2.02,0.174,0.0388,0.0104,0.0206,0.014,0.0069,0.0328,0.0049,0.00051,0.0153,0.0045,0.0013,0.0013,0.0025,0.0027,0.0011,0.0032,0.0043,0.00062,0.0043,0.0038,93.9,10.83,0.33%,0,4.2,0,0,1,77.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1,1,-1,0.3004904848530294,-2.510197560969273,0.09576471519953869,0,1,1,NORMAL,0
4.8,4.5,0.0,2120.0,710.0,0.0,1670.0,95.0,38.0,0.0,0.0,52.0,0.0,0.0,6.7,0.0,0.0,0.0,0.0,1435.0,1361.0,91.0,1.08,20.0,0.0,0.15,0.017,44.0,15.0,100.0,2.0,35.0,0.0,4.18,3.66,2.01,0.173,0.0343,0.0105,0.0188,0.0131,0.0095,0.0284,0.0035,0.00081,0.0148,0.0042,0.0014,0.0013,0.002,0.0026,0.0011,0.0031,0.0044,0.00055,0.0058,0.0026,94.0,10.83,0.31%,0,4.18,1,0,0,74.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,1,6,-0.5936166266768851,-1.5544550281628589,0.09292435391994794,0,0,0,NORMAL,0
2.8,2.65,0.0,2300.0,1500.0,0.0,1290.0,80.0,205.0,27.0,0.0,14.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1461.0,1391.0,90.0,1.0,12.0,0.0,0.084,0.022,41.0,27.0,510.0,9.0,23.0,0.0,4.16,3.18,3.83,0.179,0.0382,0.0109,0.0299,0.017,0.0149,0.0302,0.0056,0.0013,0.0186,0.0058,0.0049,0.0013,0.0028,0.0012,0.0016,0.0013,0.0028,0.00037,0.0035,0.0018,92.6,10.0,0.38%,0,4.16,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-4.5951946166712885,5.471355073160862,0.3183604778145399,1,1,1,LOW RISK,1
2.8,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.9,0.0,0.0,0.0,0.0,1455.0,1392.0,100.0,1.0,12.0,0.0,0.084,0.022,30.0,0.0,0.0,0.0,0.0,0.0,4.14,3.16,3.85,0.181,0.0385,0.0087,0.0302,0.017,0.0164,0.0312,0.0056,0.0013,0.019,0.006,0.0049,0.0013,0.0028,0.0010999999999999,0.0015,0.0015,0.0034,0.00038,0.0033,0.0007,92.6,10.0,0.39%,0,4.14,1,0,0,63.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1,2,-1,-6.3867402498333785,3.4551860567036328,0.3051373315148038,1,0,1,LOW RISK,1
