tapped_wt,pouring_wt,last_heel_metal,lcrca_addition_1,sg_pigaddition_1,sg_pigaddition_2,rr,graphite,silicon_addition_1,silicon_addition_2,mn,low_re_fsm,zero_re_fsm,high_re_fsm,ultraseed,superseed,cs,al,preseed,tapping_temp,pouring_temp,pouring_time_sec,fsm,barinoc,reseed,sb,bath_s,crca,sg_pig,sorel_total,sorel_addition,rr_1,heel,ce,c,si,mn_1,p,s,cr,ni,al_1,cu,co,nb,ti,v,w,pb,sn,as,zr,ce_1,sb_1,b,zn,n,fe,fsmaddition_mt,mg_recovery,defect,feat_ce_calculated,feat_ce_hypo_risk,feat_ce_hyper_risk,feat_ce_optimal,feat_temp_loss,feat_temp_loss_risk,feat_temp_loss_low,feat_pouring_stability,feat_pouring_risk,feat_oxidation_risk,feat_graphitization_index,feat_white_iron_risk,feat_shrinkage_risk_index,feat_gas_risk_index,feat_chemistry_instability,feat_chemistry_ok
6.3,6.1,0.0,2550.0,1920.0,0.0,1490.0,85.0,222.0,28.0,0.0,29.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,1430.0,1377.0,120.0,0.92,0.397,0.0,0.7350000000000001,0.013,40.0,30.0,0.0,0.0,29.0,0.0,4.22,3.16,4.09,0.187,0.0341,0.0085,0.0224,0.01,0.0112,0.123,0.0022,0.00082,0.0218,0.0041,0.0049,0.0016,0.003,0.0012,0.0018,0.0016,0.0031,0.00065,0.0014,0.0036,92.2,9.21,0.0037,1,4.22,0,0,1,53.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
9.3,8.8,0.0,0.0,0.0,0.0,4340.0,105.0,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1416.0,1365.0,120.0,0.7599999999999998,0.151,0.0,0.0,0.0329999999999999,40.0,13.0,0.0,0.0,47.0,0.0,3.93,3.14,1.77,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0136,0.0046,0.321,0.0044,0.0016,0.0212,0.0051,0.0049,0.0017,0.0029,0.0033,0.0011,0.0019,0.0031,0.00071,0.0022,0.0048,93.5,7.51,0.0033,1,3.93,1,0,0,51.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
6.0,5.7,0.0,0.0,0.0,0.0,2730.0,83.0,70.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1418.0,1371.0,106.0,0.7599999999999998,0.167,0.0,0.0,0.0329999999999999,41.0,14.0,0.0,0.0,46.0,0.0,3.93,3.16,1.83,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0124,0.0026,0.348,0.0043,0.0024,0.0212,0.0047,0.0049,0.0017,0.0028,0.0037,0.0013,0.0021,0.0031,0.00071,0.0012,0.0037,93.3,7.51,0.0033,1,3.93,1,0,0,47.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
5.8,5.5,0.0,0.0,0.0,0.0,2600.0,75.0,60.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.0,1374.0,118.0,0.7599999999999998,0.155,0.0,0.0,0.0329999999999999,44.0,11.0,0.0,0.0,45.0,0.0,3.93,3.1,1.78,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0132,0.006,0.343,0.0042,0.003,0.0184,0.0045,0.0049,0.0017,0.0032,0.0037,0.0011,0.002,0.0031,0.00071,0.0017,0.0045,93.5,7.51,0.0033,1,3.93,1,0,0,48.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
10.3,9.9,0.0,2630.0,1220.0,0.0,1930.0,125.0,45.0,17.0,0.0,106.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1435.0,1373.0,108.0,1.03,0.408,0.0,0.7350000000000001,0.022,30.0,10.0,520.0,4.0,16.0,0.0,4.24,3.73,1.95,0.181,0.0386,0.0101,0.0172,0.0098,0.0063,0.027,0.0021,0.0012,0.0154,0.004,0.0021,0.0015,0.0022,0.0029,0.0013,0.0029,0.0031,0.00086,0.00061,0.0012,93.9,10.29,0.0038,1,4.24,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
4.8,4.3,0.0,0.0,0.0,0.0,2520.0,55.0,30.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1364.0,76.0,0.7599999999999998,0.167,0.0,0.0,0.0329999999999999,39.0,9.0,0.0,0.0,53.0,0.0,3.93,3.13,1.65,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0269,0.0031,0.349,0.0051,0.0011,0.0146,0.0052,0.0049,0.0006,0.0047,0.0046,0.0013,0.0022,0.0031,0.00071,0.0027,0.0044,93.5,7.51,0.0033,1,3.93,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
18.0,16.7,0.0,6560.0,4110.0,0.0,5720.0,316.0,100.0,0.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,1437.0,1368.0,150.0,1.26,0.502,0.0,0.7350000000000001,0.0141,40.0,18.0,1210.0,5.0,36.0,0.0,4.32,3.79,2.03,0.175,0.0361,0.0078,0.0176,0.0098,0.0078,0.0246,0.0021,0.00076,0.0184,0.0038,0.0023,0.0014,0.0019,0.0026,0.002,0.0035,0.0031,0.00063,0.00083,0.0034,93.8,12.6,0.0027,1,4.32,0,1,0,69.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
18.0,16.7,0.0,6560.0,3870.0,0.0,5720.0,316.0,60.0,25.0,0.0,179.0,0.0,0.0,21.0,0.0,0.0,0.0,10.0,1437.0,1359.0,161.0,1.23,0.5,0.0,0.7350000000000001,0.015,40.0,17.0,1640.0,10.0,33.0,0.0,4.3,3.78,2.02,0.178,0.038,0.0055,0.0173,0.0089,0.0069,0.0351,0.0022,0.0013,0.0206,0.0058,0.0023,0.0016,0.0022,0.0027,0.0016,0.0033,0.0031,0.00083,0.00083,0.0041,93.8,12.3,0.0031,1,4.3,0,0,1,78.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
5.2,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1440.0,1375.0,94.0,1.04,0.404,0.0,0.7350000000000001,0.0209,30.0,0.0,0.0,0.0,0.0,0.0,4.19,3.67,2.0,0.142,0.0311,0.005,0.0111,0.0059,0.0078,0.0222,0.0021,0.0013,0.0103,0.0028,0.0034,0.0018,0.0018,0.0032,0.0012,0.0033,0.0031,0.00051,0.00057,0.0022,94.0,10.38,0.0041,1,4.19,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
8.2,8.0,0.0,3150.0,1240.0,0.0,3600.0,130.0,110.0,25.0,0.0,31.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,1438.0,1372.0,81.0,0.95,0.5,0.0,0.7350000000000001,0.017,38.0,15.0,210.0,3.0,44.0,0.0,4.18,3.53,2.54,0.202,0.0389,0.0105,0.022,0.0102,0.0115,0.0892,0.0023,0.0013,0.0207,0.0052,0.0023,0.0016,0.0021,0.0027,0.0036,0.0023,0.0031,0.00068,0.001,0.0021,93.4,9.51,0.0035,1,4.18,1,0,0,66.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
10.3,9.9,0.0,4390.0,1830.0,0.0,3200.0,186.0,65.0,27.0,0.0,106.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,1443.0,1371.0,124.0,1.03,0.408,0.0,0.7350000000000001,0.022,43.0,18.0,540.0,5.0,34.0,0.0,4.24,3.71,2.04,0.181,0.0369,0.0092,0.014,0.0074,0.0076,0.0206,0.002,0.00085,0.014,0.0029,0.0027,0.0019,0.0022,0.003,0.0013,0.0035,0.0031,0.00059,0.0006,0.0064,93.9,10.29,0.0039,1,4.24,0,0,1,72.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
5.5,5.2,0.0,4400.0,1930.0,0.0,3870.0,173.0,117.0,0.0,0.0,30.0,0.0,0.0,7.5,0.0,0.0,0.0,3.0,1437.0,1369.0,94.0,1.09,0.4,0.0,0.7350000000000001,0.018,43.0,19.0,0.0,0.0,38.0,0.0,4.23,3.56,2.62,0.223,0.0397,0.0073,0.0177,0.0084,0.008,0.124,0.0023,0.0019,0.017,0.004,0.0026,0.0017,0.0024,0.0034,0.0019,0.0022,0.0031,0.00084,0.0014,0.0025,93.3,10.91,0.0023,1,4.23,0,0,1,68.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
9.5,9.3,0.0,1840.0,1550.0,0.0,3720.0,160.0,40.0,8.0,0.0,91.0,0.0,0.0,14.0,0.0,0.0,0.0,5.0,1435.0,1375.0,91.0,0.96,0.4,0.0,0.7350000000000001,0.016,40.0,16.0,410.0,4.0,39.0,0.0,4.18,3.64,2.08,0.207,0.0387,0.0095,0.0151,0.0074,0.0074,0.4095,0.0023,0.0018,0.0163,0.0038,0.0027,0.0018,0.0019,0.0033,0.0028,0.0031,0.0031,0.00064,0.00097,0.0032,93.4,9.58,0.0037,1,4.18,1,0,0,60.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
6.3,6.0,0.0,2620.0,1910.0,0.0,1670.0,80.0,222.0,17.0,0.0,29.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,1432.0,1378.0,109.0,0.92,0.397,0.0,0.7350000000000001,0.012,42.0,30.0,0.0,0.0,27.0,0.0,4.21,3.16,4.09,0.176,0.0344,0.0073,0.0323,0.0111,0.0072,0.121,0.0023,0.00058,0.0241,0.0084,0.0049,0.0019,0.003,0.0013,0.0019,0.002,0.0031,0.00097,0.0017,0.0036,92.2,9.21,0.0034,1,4.21,0,0,1,54.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
6.3,6.1,0.0,2550.0,1960.0,0.0,1450.0,78.0,222.0,0.0,0.0,29.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,1435.0,1380.0,138.0,0.92,0.397,0.0,0.7350000000000001,0.012,40.0,31.0,0.0,0.0,28.0,0.0,4.21,3.17,4.09,0.166,0.0335,0.0074,0.0276,0.0097,0.0073,0.117,0.0022,0.00057,0.0227,0.0063,0.0049,0.0019,0.0029,0.0013,0.0017,0.0016,0.0031,0.00082,0.0015,0.0036,92.3,9.21,0.0034,1,4.21,0,0,1,55.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
3.8,3.6,0.0,1160.0,470.0,0.0,1370.0,47.0,8.0,0.0,0.0,36.0,0.0,0.0,5.1,0.0,0.0,0.0,2.0,1438.0,1368.0,70.0,0.95,0.421,0.0,0.7350000000000001,0.013,31.0,12.0,0.0,0.0,36.0,0.0,4.16,3.62,2.1,0.182,0.0388,0.0096,0.0172,0.0091,0.005,0.4095,0.0023,0.0009,0.021,0.0047,0.0025,0.0019,0.0021,0.0032,0.0021,0.0037,0.0031,0.00068,0.00083,0.0034,93.2,9.47,0.0035,1,4.16,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
2.2,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1435.0,1371.0,90.0,0.95,0.409,0.0,0.7350000000000001,0.0106,30.0,0.0,0.0,0.0,0.0,0.0,4.25,3.61,2.5,0.175,0.0363,0.01,0.0162,0.0088,0.0072,0.113,0.002,0.00077,0.0185,0.0041,0.0019,0.0016,0.0024,0.0026,0.0013,0.0028,0.0031,0.00059,0.00078,0.004,93.4,9.55,0.0033,1,4.25,0,0,1,64.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
1.4,1.23,0.0,2030.0,810.0,0.0,2060.0,92.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1465.0,1392.0,48.0,0.95,0.429,0.0,0.7350000000000001,0.02,41.0,16.0,0.0,0.0,41.0,0.0,4.24,3.71,2.04,0.181,0.0362,0.012,0.0161,0.0083,0.0078,0.0162,0.0025,0.001,0.0193,0.0074,0.002,0.0015,0.0016,0.0028,0.0014,0.0062,0.0031,0.00076,0.0014,0.0036,93.9,9.5,0.0038,1,4.24,0,0,1,73.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
2.1,1.8,0.0,1520.0,410.0,0.0,860.0,68.0,40.0,3.0,0.0,23.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1440.0,1359.0,90.0,1.1,0.429,0.0,0.7350000000000001,0.022,43.0,12.0,0.0,0.0,42.0,0.0,4.31,3.66,2.52,0.215,0.0378,0.0111,0.0181,0.0105,0.0063,0.14,0.0028,0.0012,0.0168,0.0039,0.0031,0.0021,0.0022,0.0029,0.0013,0.0036,0.0031,0.0011,0.0013,0.0031,93.3,10.95,0.0034,1,4.31,0,1,0,81.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.3,9.9,0.0,4020.0,2050.0,0.0,3210.0,182.0,79.0,0.0,0.0,106.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1429.0,1372.0,136.0,1.03,0.398,0.0,0.7350000000000001,0.018,39.0,20.0,1020.0,10.0,31.0,0.0,4.25,3.72,2.05,0.184,0.0341,0.0097,0.014,0.0076,0.0081,0.038,0.0026,0.0015,0.0173,0.0025,0.0021,0.0015,0.0023,0.0029,0.0013,0.0037,0.0031,0.00073,0.0006,0.0032,93.8,10.29,0.0022,1,4.25,0,0,1,57.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.3,9.9,0.0,4020.0,1850.0,0.0,3410.0,183.0,50.0,10.0,0.0,108.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1435.0,1364.0,129.0,1.05,0.408,0.0,0.7350000000000001,0.018,39.0,18.0,520.0,5.0,33.0,0.0,4.28,3.77,1.99,0.199,0.0347,0.008,0.0179,0.0095,0.007,0.0288,0.0025,0.00032,0.0144,0.0028,0.0025,0.002,0.0022,0.0034,0.0015,0.0043,0.0031,0.00052,0.0011,0.0054,93.8,10.49,0.0023,1,4.28,0,0,1,71.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.3,9.9,0.0,5330.0,2860.0,0.0,2860.0,240.0,80.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,1373.0,129.0,0.95,0.398,0.0,0.7350000000000001,0.018,43.0,23.0,1250.0,10.0,23.0,0.0,4.28,3.77,1.96,0.165,0.0348,0.0088,0.0125,0.0067,0.0058,0.0099,0.0024,0.0014,0.0182,0.0031,0.0021,0.0017,0.0036,0.0033,0.0013,0.0034,0.0031,0.00065,0.00068,0.0031,93.9,9.51,0.0024,1,4.28,0,0,1,53.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.3,9.9,0.0,5190.0,2840.0,0.0,4190.0,275.0,60.0,28.0,0.0,109.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1435.0,1374.0,136.0,1.06,0.398,0.0,0.7350000000000001,0.024,41.0,22.0,460.0,4.0,33.0,0.0,4.25,3.76,1.89,0.15,0.0382,0.0113,0.0144,0.0077,0.0079,0.0267,0.0019,0.00046,0.0146,0.0037,0.0026,0.0019,0.002,0.003,0.0013,0.0035,0.0031,0.001,0.00049,0.0019,94.0,10.58,0.0036,1,4.25,0,0,1,61.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
15.5,14.7,0.0,6110.0,4110.0,0.0,2470.0,180.0,222.0,0.0,0.0,98.0,0.0,0.0,21.0,0.0,0.0,0.0,20.0,1445.0,1368.0,169.0,1.26,0.413,0.0,0.7350000000000001,0.02,39.0,38.0,0.0,0.0,19.0,0.0,4.18,3.17,3.96,0.159,0.0378,0.0059,0.0151,0.007,0.0123,0.0567,0.0025,0.00092,0.0295,0.0046,0.0049,0.0015,0.003,0.0011,0.0026,0.0017,0.0031,0.00099,0.0014,0.005,92.5,12.65,0.003,1,4.18,1,0,0,77.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
1.4,1.3,0.0,2180.0,720.0,0.0,2230.0,113.0,22.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,1468.0,1390.0,52.0,0.93,0.429,0.0,0.7350000000000001,0.015,43.0,14.0,0.0,0.0,43.0,0.0,4.29,3.77,2.02,0.156,0.0328,0.0121,0.0151,0.0079,0.0076,0.0214,0.0021,0.00065,0.0181,0.005,0.0027,0.0018,0.0017,0.0036,0.0013,0.0052,0.0031,0.00069,0.0029,0.0036,93.9,9.29,0.0031,1,4.29,0,0,1,78.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
9.4,9.2,0.0,3850.0,1730.0,0.0,3600.0,168.0,51.0,14.0,0.0,88.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1435.0,1362.0,110.0,0.94,0.404,0.0,0.7350000000000001,0.013,41.0,18.0,320.0,3.0,38.0,0.0,4.18,3.65,2.06,0.204,0.0382,0.0076,0.018,0.0095,0.0085,0.4095,0.0024,0.002,0.0176,0.004,0.0024,0.0021,0.0022,0.0026,0.0013,0.0031,0.0031,0.00075,0.002,0.0036,93.4,9.36,0.0037,1,4.18,1,0,0,73.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
9.2,9.2,0.0,1820.0,2040.0,0.0,3110.0,165.0,60.0,0.0,0.0,91.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,1426.0,1368.0,110.0,0.99,0.402,0.0,0.7350000000000001,0.021,39.0,22.0,0.0,0.0,38.0,0.0,4.15,3.62,2.06,0.212,0.0381,0.0094,0.0158,0.0079,0.0071,0.4095,0.0022,0.00053,0.0188,0.0044,0.0025,0.0019,0.0019,0.0028,0.0016,0.0034,0.0031,0.00072,0.0014,0.0048,93.4,9.89,0.0039,1,4.15,1,0,0,58.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
9.3,9.2,0.0,3970.0,1830.0,0.0,3190.0,165.0,40.0,10.0,0.0,91.0,0.0,0.0,13.5,0.0,0.0,0.0,3.0,1426.0,1365.0,109.0,0.98,0.398,0.0,0.7350000000000001,0.019,43.0,20.0,0.0,0.0,38.0,0.0,4.16,3.63,2.03,0.261,0.0351,0.0107,0.0174,0.0077,0.0073,0.4095,0.0022,0.0005,0.0179,0.0046,0.0022,0.0017,0.0026,0.0028,0.0012,0.0032,0.0031,0.00079,0.0012,0.0048,93.4,9.78,0.0035,1,4.16,1,0,0,61.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
9.1,8.7,0.0,0.0,0.0,0.0,4380.0,112.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1374.0,140.0,0.7599999999999998,0.154,0.0,0.0,0.0329999999999999,39.0,13.0,0.0,0.0,48.0,0.0,3.93,3.1,1.8,0.361,0.0484999999999999,0.0169999999999999,0.0375999999999999,0.0187,0.0065,0.346,0.0047,0.00093,0.0151,0.0042,0.0049,0.0006,0.0035,0.0037,0.0011,0.0022,0.0031,0.00071,0.0026,0.0014,93.4,7.51,0.0033,1,3.93,1,0,0,51.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
3.7,3.1,0.0,1570.0,520.0,0.0,1400.0,68.0,7.0,0.0,0.0,20.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,1471.0,1392.0,62.0,1.08,0.378,0.0,0.7350000000000001,0.0136,42.0,14.0,210.0,6.0,38.0,0.0,4.28,3.74,2.08,0.165,0.0383,0.0092,0.0183,0.0084,0.007,0.0209,0.0022,0.00046,0.021,0.0069,0.0028,0.0019,0.0018,0.0034,0.0014,0.0023,0.0031,0.0007,0.0011,0.0045,93.8,10.81,0.0028,1,4.28,0,0,1,79.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
1.4,1.4,0.0,2080.0,860.0,0.0,2610.0,131.0,30.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1457.0,1371.0,51.0,0.97,0.429,0.0,0.7350000000000001,0.0174,40.0,19.0,0.0,0.0,41.0,0.0,4.27,3.73,2.07,0.142,0.0376,0.0109,0.0204,0.0085,0.009,0.0321,0.0022,0.0012,0.0118,0.0041,0.0027,0.0022,0.0019,0.0033,0.002,0.0058,0.0031,0.00058,0.00085,0.0049,93.8,9.71,0.0037,1,4.27,0,0,1,86.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
6.1,5.8,0.0,2560.0,1840.0,0.0,1360.0,85.0,222.0,15.0,0.0,30.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,1435.0,1380.0,110.0,0.98,0.41,0.0,0.7350000000000001,0.013,42.0,30.0,0.0,0.0,28.0,0.0,4.22,3.16,4.09,0.221,0.0361,0.0106,0.0134,0.0061,0.0131,0.132,0.0022,0.0016,0.0282,0.0032,0.0049,0.0017,0.003,0.0015,0.0014,0.0015,0.0031,0.00082,0.00083,0.0036,92.1,9.84,0.0031,1,4.22,0,0,1,55.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.2,9.9,0.0,4240.0,2110.0,0.0,3120.0,198.0,42.0,17.0,0.0,105.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,1435.0,1373.0,140.0,1.03,0.402,0.0,0.7350000000000001,0.022,42.0,21.0,300.0,3.0,35.0,0.0,4.27,3.76,1.95,0.224,0.0386,0.0092,0.0152,0.0074,0.0069,0.0282,0.0023,0.0017,0.0205,0.0048,0.0028,0.0018,0.0019,0.0029,0.0012,0.0029,0.0031,0.0008,0.00062,0.0031,93.9,10.29,0.0037,1,4.27,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
10.2,9.9,0.0,4220.0,1820.0,0.0,3450.0,180.0,25.0,0.0,0.0,105.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1433.0,1371.0,124.0,1.03,0.402,0.0,0.7350000000000001,0.022,42.0,18.0,510.0,5.0,33.0,0.0,4.27,3.75,2.01,0.173,0.0391,0.0112,0.0163,0.0084,0.0082,0.0199,0.0023,0.0009,0.0205,0.0061,0.0029,0.0023,0.0017,0.0033,0.0012,0.0038,0.0031,0.00077,0.0009,0.0074,93.9,10.29,0.0037,1,4.27,0,0,1,62.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
1.3,1.25,0.0,2340.0,1010.0,0.0,1850.0,117.0,44.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1455.0,1392.0,47.0,0.95,0.462,0.0,0.7350000000000001,0.014,44.0,18.0,200.0,4.0,33.0,0.0,4.26,3.72,2.09,0.171,0.0381,0.0099,0.0162,0.0089,0.0098,0.0191,0.0021,0.0011,0.0189,0.0043,0.0022,0.0017,0.0021,0.0029,0.0012,0.0057,0.0031,0.00057,0.00084,0.004,93.8,9.46,0.0035,1,4.26,0,0,1,63.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
1.4,1.3,0.0,2270.0,720.0,0.0,2450.0,118.0,5.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1455.0,1380.0,54.0,0.99,0.429,0.0,0.7350000000000001,0.0216,43.0,14.0,300.0,5.0,38.0,0.0,4.27,3.74,2.06,0.161,0.0384,0.0124,0.0122,0.0067,0.0079,0.0462,0.0021,0.0011,0.0121,0.0034,0.0029,0.0019,0.0019,0.003,0.0012,0.0062,0.0031,0.00059,0.00082,0.0046,93.8,9.93,0.0037,1,4.27,0,0,1,75.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
3.4,3.4,0.0,1440.0,1360.0,0.0,600.0,40.0,138.0,8.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1446.0,1381.0,78.0,1.18,0.412,0.0,0.7350000000000001,0.0215,42.0,38.0,0.0,0.0,18.0,0.0,4.17,3.17,3.92,0.186,0.0413,0.0101,0.0168,0.0071,0.0124,0.0219,0.0021,0.0016,0.0176,0.0035,0.0049,0.0018,0.0033,0.0015,0.0027,0.0015,0.0031,0.00074,0.00072,0.0036,92.5,11.76,0.0033,1,4.17,1,0,0,65.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
2.8,2.7,0.0,1490.0,1390.0,0.0,620.0,44.0,140.0,9.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1446.0,1378.0,78.0,1.14,0.393,0.0,0.7350000000000001,0.0185,43.0,38.0,0.0,0.0,18.0,0.0,4.13,3.15,3.85,0.174,0.0377,0.0083,0.0166,0.0071,0.0131,0.0123,0.0021,0.0013,0.0177,0.0031,0.0049,0.0017,0.0031,0.0012,0.0025,0.0015,0.0031,0.00071,0.00076,0.0036,92.6,11.43,0.0033,1,4.13,1,0,0,68.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
6.0,5.6,0.0,2430.0,1750.0,0.0,1820.0,80.0,215.0,17.0,0.0,30.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1442.0,1383.0,135.0,1.0,0.4,0.0,0.7350000000000001,0.019,41.0,29.0,0.0,0.0,30.0,0.0,4.23,3.18,4.09,0.17,0.0372,0.0089,0.0172,0.0071,0.0133,0.12,0.0021,0.00049,0.0199,0.0053,0.0049,0.002,0.0029,0.0016,0.0015,0.0017,0.0031,0.00089,0.0016,0.0036,92.2,10.0,0.0036,1,4.23,0,0,1,59.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
6.0,5.7,0.0,2440.0,1830.0,0.0,1730.0,80.0,222.0,5.0,0.0,30.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,1446.0,1376.0,102.0,1.0,0.4,0.0,0.7350000000000001,0.015,41.0,31.0,0.0,0.0,29.0,0.0,4.19,3.14,4.09,0.172,0.0352,0.0083,0.0172,0.0079,0.0191,0.108,0.0023,0.00074,0.0193,0.0044,0.0049,0.0018,0.003,0.0011,0.0016,0.0015,0.0031,0.00075,0.0011,0.0036,92.3,10.0,0.0034,1,4.19,1,0,0,70.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
6.0,5.6,0.0,2560.0,1830.0,0.0,1710.0,82.0,222.0,20.0,0.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1440.0,1382.0,121.0,0.97,0.4,0.0,0.7350000000000001,0.015,42.0,30.0,0.0,0.0,28.0,0.0,4.2,3.15,4.09,0.218,0.0381,0.0084,0.0172,0.0092,0.0193,0.116,0.0022,0.00083,0.019,0.004,0.0049,0.002,0.003,0.0017,0.0017,0.0019,0.0031,0.00066,0.0013,0.0036,92.2,9.67,0.0034,1,4.2,0,0,1,58.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,1
5.8,5.7,0.0,2530.0,1760.0,0.0,1510.0,87.0,222.0,0.0,0.0,29.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1435.0,1378.0,110.0,1.0,0.293,0.0,0.7350000000000001,0.019,44.0,30.0,0.0,0.0,26.0,0.0,4.19,3.13,4.09,0.16,0.0357,0.0072,0.0145,0.0065,0.0105,0.114,0.0022,0.0011,0.0244,0.0036,0.0049,0.0014,0.0029,0.0010999999999999,0.0013,0.0011,0.0031,0.00072,0.00091,0.0036,92.3,10.0,0.0036,1,4.19,1,0,0,57.0,0,0,0,0,0.0,0.0,0,1.5,0.0,0.0,1
